filename,country,urban,nl_mean,pred_wo_abstention,pred_with_abstention
image108.npz,6,False,-0.2150774151086807,-1,0
image13885.npz,6,False,-0.2191542983055114,-1,-1
image8721.npz,6,False,-0.2170220017433166,-1,-1
image12048.npz,6,False,-0.2211072742938995,-1,-1
image13470.npz,6,False,-0.2167161107063293,-1,-1
image2934.npz,6,False,-0.2226706892251968,-1,-1
image62.npz,6,False,-0.2218072414398193,-1,0
image2658.npz,6,False,-0.2234119176864624,-1,0
image723.npz,6,False,-0.2183806002140045,-1,-1
image16468.npz,6,True,-0.2131417542695999,-1,0
image2249.npz,6,True,1.1362117528915403,1,1
image11535.npz,6,True,1.7823359966278076,1,1
image3496.npz,6,False,-0.2222571521997451,-1,-1
image19318.npz,6,False,-0.22361144423484802,-1,0
image18368.npz,6,False,-0.2249130755662918,-1,0
image11973.npz,6,False,-0.2243691533803939,1,0
image15948.npz,6,True,-0.2160486429929733,-1,0
image18959.npz,6,False,-0.2203925400972366,1,0
image11629.npz,6,False,-0.2152273803949356,-1,-1
image445.npz,6,False,-0.220022439956665,1,1
image9133.npz,6,False,-0.2228173613548278,1,0
image5488.npz,6,True,1.2855113744735718,1,1
image3423.npz,6,False,-0.2204635739326477,-1,-1
image13109.npz,6,False,-0.2238819748163223,1,0
image6120.npz,6,False,-0.2221609354019165,-1,0
image17470.npz,6,True,1.1198246479034424,1,0
image2424.npz,6,True,0.857189416885376,-1,0
image2364.npz,6,False,-0.1448704600334167,1,1
image16271.npz,6,False,-0.2188894301652908,-1,0
image13046.npz,6,False,-0.2239799499511718,-1,0
image16370.npz,6,False,-0.2179817408323288,-1,0
image18532.npz,6,True,0.4237297475337982,1,1
image10617.npz,6,False,-0.2233689427375793,-1,-1
image4701.npz,6,True,-0.183664008975029,1,1
image16106.npz,6,False,-0.2179939150810241,-1,-1
image6047.npz,6,True,-0.2219960987567901,-1,0
image16801.npz,6,False,-0.225828617811203,-1,-1
image15217.npz,6,True,-0.2225285917520523,-1,-1
image13631.npz,6,False,-0.2256110906600952,-1,-1
image2229.npz,6,False,-0.2234595417976379,-1,-1
image17938.npz,6,True,0.4479957818984985,1,1
image6210.npz,6,True,0.5103064775466919,1,1
image7329.npz,6,True,0.1492161005735397,1,1
image17382.npz,6,False,-0.22377955913543698,-1,-1
image3348.npz,6,False,-0.2170547395944595,-1,-1
image11197.npz,6,False,-0.2113279551267624,1,1
image17503.npz,6,True,-0.2256580889225006,-1,-1
image10450.npz,6,False,-0.2237066477537155,-1,0
image2301.npz,6,True,-0.1138303503394126,-1,-1
image9555.npz,6,True,-0.2187403440475464,-1,-1
image15495.npz,6,False,-0.2217185348272323,-1,-1
image19508.npz,6,False,-0.2046747058629989,1,0
image5549.npz,6,False,-0.2240183353424072,-1,-1
image1926.npz,6,True,0.2615812718868255,-1,0
image19078.npz,6,True,-0.1945894211530685,-1,-1
image18060.npz,6,False,-0.2132282853126526,-1,-1
image5835.npz,6,True,0.2610575556755066,1,1
image13034.npz,6,True,0.2962541878223419,1,1
image3505.npz,6,False,-0.2133899480104446,-1,-1
image12459.npz,6,False,-0.2161611318588256,-1,-1
image3936.npz,6,False,-0.2221562266349792,-1,-1
image17279.npz,11,True,-0.2209663242101669,-1,-1
image17239.npz,11,True,2.001514196395874,1,1
image15685.npz,11,False,-0.139283686876297,1,1
image15253.npz,11,False,-0.1524888277053833,1,1
image19012.npz,11,False,-0.2086242139339447,1,1
image17245.npz,11,True,-0.2075840830802917,-1,-1
image4395.npz,11,False,-0.2089659422636032,1,1
image7522.npz,11,True,-0.18282012641429898,-1,-1
image7762.npz,11,True,-0.14769762754440302,-1,-1
image19537.npz,11,False,-0.1838141232728958,1,1
image19280.npz,11,True,-0.0076075149700045,-1,-1
image13047.npz,11,True,2.0666875839233403,1,1
image5224.npz,11,False,-0.2184467911720276,1,1
image6948.npz,11,False,-0.2148235142230987,1,1
image1478.npz,11,False,-0.2109532803297042,1,1
image1071.npz,11,False,-0.2210804671049118,1,1
image12965.npz,11,True,-0.133054107427597,-1,-1
image19039.npz,11,False,-0.2074534147977829,1,1
image6074.npz,11,False,-0.2109825760126114,1,1
image11139.npz,11,False,-0.2115252763032913,1,1
image10045.npz,11,False,-0.2176910936832428,1,1
image13092.npz,11,False,-0.2103099375963211,1,1
image6014.npz,11,False,-0.2217696905136108,1,1
image10069.npz,11,False,-0.2244172841310501,1,1
image9078.npz,11,False,-0.2194502502679824,1,1
image16027.npz,11,False,-0.2103844881057739,1,1
image9634.npz,11,False,-0.0912244394421577,1,1
image4964.npz,11,False,-0.0864221006631851,1,1
image3548.npz,11,True,0.4908816218376159,1,0
image6752.npz,11,False,-0.2082409113645553,1,1
image2213.npz,11,False,-0.1726337522268295,1,1
image19201.npz,11,False,-0.1887072920799255,1,1
image13689.npz,11,True,-0.2033475190401077,-1,-1
image175.npz,11,False,-0.21435685455799103,1,1
image10923.npz,11,False,-0.2184824645519256,1,1
image18450.npz,11,True,-0.159622311592102,-1,-1
image17540.npz,11,False,-0.2059548497200012,1,1
image928.npz,11,False,-0.218899980187416,1,1
image18724.npz,11,False,-0.2091162800788879,1,1
image2872.npz,11,False,-0.2197003811597824,1,1
image7116.npz,11,False,-0.1965180188417434,1,1
image15570.npz,11,False,-0.2132986187934875,1,1
image7216.npz,11,False,-0.2136376500129699,1,0
image2599.npz,11,True,1.0102840662002563,1,1
image10768.npz,11,False,-0.2162943929433822,1,1
image15476.npz,11,False,-0.2224504500627517,1,1
image5455.npz,11,False,-0.2239592671394348,1,1
image14192.npz,11,False,-0.2185343354940414,1,1
image16583.npz,11,False,-0.22095164656639102,1,1
image9472.npz,11,True,-0.1841426938772201,-1,-1
image553.npz,11,True,-0.2092285603284835,-1,-1
image5397.npz,11,False,-0.2165480405092239,1,1
image12514.npz,11,False,-0.2161472886800766,1,1
image14001.npz,11,True,-0.1604785174131393,-1,-1
image2208.npz,11,True,-0.22344371676445,-1,-1
image9240.npz,11,False,-0.2006285488605499,1,0
image12628.npz,11,False,-0.20215904712677,1,1
image9845.npz,11,True,1.9980709552764893,1,1
image900.npz,11,False,-0.2127438336610794,1,0
image5151.npz,11,False,-0.2012510448694229,1,0
image15107.npz,11,True,0.0757636949419975,-1,-1
image18562.npz,11,False,0.0191118158400058,1,1
image5989.npz,11,False,0.0620649233460426,1,1
image10558.npz,11,False,-0.2108876556158065,1,1
image10068.npz,11,False,-0.1917347759008407,1,1
image7810.npz,11,True,0.7977154850959778,1,0
image395.npz,11,False,-0.2241250276565551,1,1
image7815.npz,11,False,-0.2185474932193756,1,1
image16783.npz,11,False,-0.2219560444355011,1,0
image2131.npz,11,True,1.2739745378494265,1,1
image13426.npz,11,True,-0.2219772785902023,-1,-1
image10243.npz,11,False,-0.2075992822647094,1,1
image9896.npz,11,True,-0.0284509286284446,-1,0
image3424.npz,11,False,-0.2133579105138778,1,1
image9129.npz,11,False,-0.2218437045812606,1,1
image3782.npz,11,False,-0.2049965113401413,1,1
image18105.npz,11,False,-0.2228629291057586,1,1
image11107.npz,11,False,-0.2204046994447708,1,0
image6068.npz,11,True,-0.2183102518320083,-1,-1
image10805.npz,11,True,1.3833612203598022,1,1
image3412.npz,11,False,-0.2173959910869598,1,1
image14272.npz,11,True,-0.211267665028572,-1,-1
image15161.npz,11,True,-0.2189537733793258,-1,-1
image1928.npz,11,True,1.172682285308838,1,1
image5731.npz,11,False,-0.2219753414392471,1,1
image13479.npz,11,True,-0.2001470476388931,-1,-1
image12527.npz,11,True,0.9130043983459472,1,1
image5832.npz,11,False,-0.2127126604318618,1,1
image4231.npz,11,True,-0.2258206605911255,-1,-1
image10211.npz,11,True,-0.1774916350841522,-1,-1
image17648.npz,11,True,1.5373340845108032,1,1
image4434.npz,11,False,-0.2225845754146576,1,1
image4968.npz,11,True,-0.192692756652832,-1,-1
image10861.npz,11,True,-0.1689988374710083,-1,-1
image5174.npz,11,False,-0.2199162691831588,1,1
image17433.npz,11,False,-0.2224718630313873,1,1
image5987.npz,11,False,-0.21532811224460602,1,1
image11385.npz,11,True,-0.1670644879341125,-1,-1
image9464.npz,11,False,-0.2181845158338546,1,1
image786.npz,11,False,-0.2162155956029892,1,1
image5032.npz,11,True,-0.1866094172000885,-1,0
image16960.npz,11,True,0.3452727198600769,1,0
image16568.npz,11,True,2.356114625930786,1,1
image2172.npz,11,True,0.3858230710029602,1,0
image9566.npz,11,True,0.2452943623065948,1,1
image14270.npz,11,True,0.1815442442893982,1,0
image1496.npz,11,False,-0.2223017811775207,1,1
image16193.npz,11,False,-0.208406388759613,1,1
image6398.npz,11,True,-0.2073015868663787,-1,-1
image10916.npz,11,False,-0.2228615581989288,1,1
image9795.npz,11,False,-0.2238569110631942,1,1
image3228.npz,11,False,-0.2116191238164901,1,1
image15920.npz,11,True,-0.2051745057106018,-1,-1
image11604.npz,11,False,-0.22136190533638,1,1
image8088.npz,11,False,-0.2148145884275436,1,1
image8257.npz,11,False,-0.2254578322172165,1,1
image34.npz,11,True,-0.2254711240530014,-1,-1
image4813.npz,11,False,-0.2241717129945755,1,1
image4682.npz,11,False,-0.2254896014928817,1,0
image19155.npz,11,False,-0.2254397273063659,1,0
image10845.npz,11,False,-0.2153993844985962,1,1
image11236.npz,11,False,-0.2234784662723541,-1,0
image5548.npz,11,False,-0.1653822064399719,1,0
image5214.npz,11,False,-0.2191918641328811,1,0
image9723.npz,11,True,-0.1851321458816528,-1,-1
image8481.npz,11,False,-0.2224002629518509,1,1
image16765.npz,11,True,2.1915433406829834,1,1
image13342.npz,11,False,-0.2150707393884658,1,1
image16262.npz,11,False,-0.22276802361011497,1,1
image12204.npz,11,True,-0.1639192104339599,-1,-1
image15459.npz,11,False,-0.1715369522571563,1,1
image5114.npz,11,False,-0.1912069171667099,1,1
image3213.npz,11,True,-0.17787820100784302,-1,-1
image10569.npz,11,False,-0.2065558731555938,1,1
image4462.npz,11,False,-0.20827317237854,1,1
image8986.npz,11,False,-0.2153930515050888,1,0
image16878.npz,11,False,-0.2110470980405807,1,1
image12649.npz,11,True,0.8366385698318481,1,1
image13125.npz,11,False,-0.1705676913261413,1,1
image17205.npz,11,True,1.1823655366897583,1,0
image821.npz,11,True,0.8196074962615967,1,1
image3980.npz,11,True,-0.1069072633981704,1,0
image3611.npz,11,False,-0.1613346189260482,1,1
image18900.npz,11,False,-0.1190750673413276,1,1
image10540.npz,11,True,0.9277853965759276,1,1
image4947.npz,11,True,0.125498965382576,1,0
image6761.npz,11,True,0.2573147416114807,1,1
image3193.npz,11,True,0.2505811750888824,1,1
image15679.npz,11,False,0.1189440190792083,1,1
image3358.npz,11,True,0.7017914056777954,1,0
image15478.npz,11,True,0.7749473452568054,1,0
image1093.npz,11,False,-0.2245463728904724,1,1
image15969.npz,11,False,-0.2147027403116226,1,1
image10501.npz,11,True,-0.2230630069971084,-1,-1
image8027.npz,11,True,1.0937148332595823,1,1
image2189.npz,11,False,-0.2213845551013946,1,1
image12021.npz,11,False,-0.2245911210775375,1,1
image10274.npz,11,False,-0.2243394255638122,1,1
image8741.npz,11,False,-0.2194145321846008,1,1
image11212.npz,11,True,-0.2214935421943664,-1,-1
image17356.npz,11,False,-0.2230368107557296,1,0
image417.npz,11,False,-0.2204357385635376,-1,0
image13497.npz,11,True,-0.1759238094091415,-1,-1
image11654.npz,11,True,-0.2224333435297012,-1,-1
image19526.npz,11,False,-0.2218604534864425,1,0
image13083.npz,11,True,0.0874930098652839,-1,0
image1904.npz,11,False,-0.0137646906077861,1,1
image14601.npz,11,False,-0.16838324069976798,1,1
image12614.npz,11,True,1.3610719442367554,1,1
image10071.npz,11,False,-0.2183407694101333,1,1
image5736.npz,11,False,-0.1521258801221847,1,1
image1462.npz,14,False,-0.1738624721765518,-1,0
image8596.npz,14,False,-0.1738624721765518,1,0
image1743.npz,14,False,-0.1738624721765518,1,0
image11805.npz,14,False,-0.1738624721765518,1,0
image2644.npz,14,True,-0.1205759942531585,-1,-1
image11606.npz,14,True,0.0422013103961944,-1,-1
image12576.npz,14,False,-0.1738624721765518,1,1
image6404.npz,14,True,0.3378899991512298,-1,0
image9412.npz,14,False,-0.1738624721765518,1,0
image11055.npz,14,False,-0.1738624721765518,1,0
image7791.npz,14,False,-0.1738624721765518,1,0
image330.npz,14,True,0.094755582511425,-1,-1
image7093.npz,14,True,-0.0518303588032722,-1,-1
image6733.npz,14,False,-0.024721847847104,1,1
image4637.npz,14,True,-0.0327107235789299,-1,-1
image2842.npz,14,False,-0.1738624721765518,1,0
image17383.npz,14,False,-0.1738624721765518,1,0
image5739.npz,14,False,-0.1738624721765518,-1,0
image9744.npz,14,False,-0.1738624721765518,1,1
image10261.npz,14,False,-0.1738624721765518,1,0
image11317.npz,14,False,-0.1738624721765518,1,1
image14632.npz,14,True,-0.1541323065757751,-1,0
image13855.npz,14,False,-0.1738624721765518,1,0
image7501.npz,14,False,-0.1738624721765518,1,1
image8516.npz,14,False,-0.1738624721765518,1,0
image18673.npz,14,False,-0.1738624721765518,-1,-1
image16105.npz,14,True,-0.0208778791129589,-1,0
image8534.npz,14,False,-0.1738624721765518,1,0
image12758.npz,14,False,-0.1738624721765518,1,0
image12410.npz,14,False,-0.1738624721765518,1,0
image17935.npz,14,False,-0.1738624721765518,1,0
image6391.npz,14,False,-0.1738624721765518,1,0
image878.npz,14,True,-0.0720556527376174,-1,-1
image15776.npz,14,True,0.33346650004386896,-1,-1
image5284.npz,14,True,-0.1337380707263946,-1,-1
image18279.npz,14,True,-0.1738624721765518,-1,-1
image8354.npz,14,False,-0.1738624721765518,1,0
image318.npz,14,False,-0.1738624721765518,1,0
image12735.npz,14,True,-0.1593340933322906,-1,0
image17590.npz,14,True,1.257282018661499,-1,0
image1547.npz,14,True,3.85964560508728,1,0
image11434.npz,14,True,3.965464353561402,1,0
image17447.npz,14,True,3.1894807815551762,1,0
image17670.npz,14,True,3.738093376159668,1,0
image19310.npz,14,True,-0.0211079753935337,-1,0
image19344.npz,14,True,1.7092400789260864,-1,-1
image5547.npz,14,True,1.8666529655456543,-1,0
image2794.npz,14,False,-0.1738624721765518,1,0
image1615.npz,14,True,2.8213436603546143,1,1
image7779.npz,14,False,-0.1738624721765518,-1,0
image6896.npz,14,True,0.6047391295433044,-1,-1
image129.npz,14,True,0.1396341025829315,-1,-1
image11869.npz,14,False,-0.1738624721765518,1,0
image16610.npz,14,False,-0.1738624721765518,1,0
image4912.npz,14,False,-0.1738624721765518,1,0
image1234.npz,14,False,-0.1738624721765518,1,0
image4767.npz,14,False,-0.1738624721765518,1,0
image7461.npz,14,False,-0.1738624721765518,-1,0
image3163.npz,14,False,-0.1738624721765518,1,0
image3071.npz,14,False,-0.1738624721765518,-1,0
image18594.npz,14,False,-0.1738624721765518,1,0
image9233.npz,14,True,-0.1290174722671508,-1,-1
image13091.npz,14,False,-0.1738624721765518,1,0
image8851.npz,14,False,-0.1738624721765518,1,0
image15645.npz,14,False,-0.1738624721765518,-1,0
image16004.npz,14,False,-0.1738624721765518,1,0
image11990.npz,14,False,-0.1738624721765518,-1,0
image10707.npz,14,False,-0.1738624721765518,1,0
image4283.npz,14,False,-0.1738624721765518,1,0
image7655.npz,14,False,-0.1738624721765518,1,0
image17106.npz,14,False,-0.1738624721765518,1,0
image11210.npz,14,False,-0.1738624721765518,-1,0
image1755.npz,14,False,-0.1738624721765518,1,0
image11128.npz,14,False,-0.1738624721765518,-1,0
image15608.npz,14,False,-0.1738624721765518,-1,-1
image3580.npz,14,True,-0.0744070261716842,-1,-1
image3324.npz,14,False,-0.1738624721765518,-1,-1
image8973.npz,14,False,-0.1738624721765518,1,0
image552.npz,14,False,-0.1738624721765518,1,0
image11094.npz,14,False,-0.1738624721765518,-1,0
image16525.npz,14,False,-0.1738624721765518,-1,-1
image6406.npz,14,False,-0.1738624721765518,1,0
image9748.npz,14,False,-0.1738624721765518,1,0
image2251.npz,14,False,-0.1738624721765518,1,0
image7212.npz,14,False,-0.1738624721765518,1,0
image18564.npz,14,False,-0.1738624721765518,-1,0
image15045.npz,14,True,-0.1738624721765518,-1,-1
image2929.npz,14,True,1.3796091079711914,-1,0
image2983.npz,14,True,1.5604707002639768,1,0
image14279.npz,14,True,1.6424131393432615,-1,0
image14112.npz,14,True,1.4512485265731812,-1,0
image15778.npz,14,True,0.6981562972068787,-1,-1
image16672.npz,14,True,0.3585377633571625,-1,-1
image6526.npz,14,True,0.3421346843242645,-1,-1
image17861.npz,14,True,0.2422247976064682,-1,-1
image13939.npz,14,True,0.2013233006000518,-1,-1
image8441.npz,14,False,-0.1738624721765518,-1,-1
image2272.npz,14,False,-0.1738624721765518,1,0
image9050.npz,14,False,-0.1089282929897308,-1,0
image18870.npz,14,False,-0.1738624721765518,-1,0
image547.npz,14,False,-0.1738624721765518,-1,0
image14443.npz,14,False,-0.1738624721765518,-1,0
image1215.npz,14,False,-0.1738624721765518,1,0
image4258.npz,14,False,-0.1738624721765518,-1,0
image14545.npz,14,False,-0.1738624721765518,1,0
image1793.npz,14,False,-0.1738624721765518,1,0
image3299.npz,14,False,-0.1738624721765518,1,0
image3808.npz,14,False,-0.1738624721765518,-1,0
image8997.npz,14,False,-0.1738624721765518,-1,0
image18986.npz,14,False,-0.1738624721765518,-1,-1
image16747.npz,14,False,-0.1738624721765518,-1,-1
image8668.npz,14,False,-0.1738624721765518,1,0
image3354.npz,14,False,-0.1738624721765518,1,0
image7100.npz,14,False,-0.1738624721765518,1,0
image7478.npz,14,False,-0.1738624721765518,-1,-1
image6647.npz,14,True,0.1487772911787033,-1,-1
image11791.npz,14,False,-0.1738624721765518,-1,-1
image8675.npz,14,True,-0.1738624721765518,-1,-1
image7133.npz,14,False,-0.1296302229166031,1,0
image2881.npz,14,True,-0.0989647433161735,-1,0
image9779.npz,14,False,-0.1738624721765518,-1,0
image5221.npz,14,False,-0.1738624721765518,1,1
image12782.npz,14,False,-0.1738624721765518,1,0
image13416.npz,14,False,-0.1738624721765518,-1,0
image6.npz,14,False,-0.1738624721765518,-1,0
image3706.npz,14,False,-0.1738624721765518,-1,0
image14745.npz,14,False,-0.1738624721765518,-1,0
image17587.npz,14,True,0.2128772735595703,-1,-1
image4163.npz,14,False,-0.1738624721765518,1,0
image6856.npz,14,False,-0.1738624721765518,-1,0
image16778.npz,14,False,-0.1738624721765518,1,0
image14542.npz,14,False,-0.1738624721765518,1,0
image12322.npz,14,False,-0.1738624721765518,1,0
image10307.npz,14,False,-0.1738624721765518,1,0
image11876.npz,14,False,-0.1738624721765518,-1,0
image14479.npz,14,True,-0.0521540939807891,-1,-1
image1941.npz,14,False,-0.1738624721765518,1,0
image8258.npz,14,False,-0.1738624721765518,-1,0
image19156.npz,14,True,0.0871242135763168,-1,0
image9318.npz,14,False,-0.1738624721765518,1,1
image3391.npz,14,False,-0.1738624721765518,1,0
image2340.npz,14,False,-0.1626174002885818,1,1
image19553.npz,14,True,-0.0588582381606102,-1,-1
image2245.npz,14,True,0.0626564100384712,-1,-1
image8711.npz,14,True,-0.0675864443182945,-1,-1
image1120.npz,14,True,-0.0475554130971431,-1,-1
image19141.npz,14,False,-0.2219095826148986,1,1
image9669.npz,14,False,-0.2123923003673553,1,1
image11775.npz,14,True,0.5466345548629761,1,0
image872.npz,14,True,3.0323331356048584,1,1
image18384.npz,14,False,-0.2218591719865799,1,1
image4375.npz,14,True,0.9283351302146912,1,0
image14463.npz,14,True,1.8897151947021484,1,1
image15268.npz,14,True,2.4234607219696045,1,1
image14431.npz,14,False,-0.2214827984571457,1,1
image9494.npz,14,False,-0.2204560488462448,1,0
image4578.npz,14,False,-0.2208303958177566,1,1
image11496.npz,14,False,-0.2204541712999344,1,0
image18159.npz,14,False,-0.2186737656593322,1,1
image7298.npz,14,False,-0.2199328690767288,1,1
image19194.npz,14,False,-0.2180029451847076,-1,0
image16678.npz,14,False,-0.2226937711238861,-1,0
image14471.npz,14,False,-0.2250895053148269,1,0
image7462.npz,14,False,-0.2113032042980194,1,1
image538.npz,14,False,-0.2245509624481201,1,0
image11103.npz,14,True,-0.1958299726247787,-1,0
image2874.npz,14,False,-0.2238208055496215,1,0
image278.npz,14,False,-0.2244985997676849,1,0
image4257.npz,14,True,-0.1165566742420196,-1,-1
